书号_x0000__x0000_,商品名称_x0000__x0000__x0000__x0000_,定价名称,总订数称_x0000__x0000_,码洋数称,出版社称_x0000__x0000_,编码社称
9787020088157,月唐演义(全两册)--中国古典小说(青少版)学金牌作家书系贰版]_x0000__x0000__x0000__x0000__x0000__x0000_,44.00,1,44,人民文学0全两册,70200881500044000000
9787020088737,住院的病人--福尔摩斯探案全集少儿版16版)学金牌作家书系贰版]_x0000__x0000__x0000__x0000_,18.00,1,18,人民文学0--福,70200887300018000000
9787500790495,看不见的风在吹--儿童文学阳光书吧000版)学金牌作家书系贰版],18.00,1,18,中国少年0在吹-,75007904900018000000
9787514800012,中国童话名家名篇注音版 王一梅童话珍藏版--鼹鼠的迷宫书系贰版]_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,22.80,1,22.8,少年儿童0家名篇,75148000100022800000
9787514807899,男孩米赛-神秘龙骑士899280000,20.00,1,20,少年儿童0神秘龙,75148078900020000000
9787500787990,十万个为什么(水星卷)900000000,29.80,1,29.8,中国少年0么(水,75007879900029800000
9787500784876,Hi，多米尔系列——淘气的机器人0000--鼹鼠的迷宫书系贰,10.00,1,10,中国少年0尔系列,75007848700010000000
9787514806236,2011年全国优秀儿童文学精选集(小说卷)-鼹鼠的迷宫书系贰版]_x0000__x0000__x0000__x0000_,20.00,1,20,少年儿童0全国优,75148062300020000000
9787514807905,厄运之坑——男孩米塞9050000000,20.00,1,20,少年儿童0—男孩,75148079000020000000
9787514806298,玫瑰余香——儿童文学我的100个故事丛书)-鼹鼠的迷宫书系贰版]_x0000__x0000__x0000__x0000__x0000_,19.00,1,19,少年儿童0—儿童,75148062900019000000
9787514807455,水浒传（全四册）07455900,128.00,1,128,少年儿童00册）,75148074500128000000
9787500786283,格林童话选--语文新课标必读丛书0000)-鼹鼠的迷宫书系贰,17.00,1,17,中国少年0--语,75007862800017000000
9787514806335,儿童文学-天平两端63357000,17.00,1,17,少年儿童0天平两,75148063300017000000
9787500790518,猫武士1-呼唤野性0518700,20.00,1,20,中国少年0呼唤野,75007905100020000000
9787514807714,叮当响的大街——国际安徒生获奖得者.林格伦作品选集.美绘版贰版]_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,25.00,1,25,少年儿童0街——,75148077100025000000
9787514806243,2011年全国优秀儿童文学精选集(美文卷)作品选集.美绘版贰版]_x0000__x0000__x0000__x0000_,20.00,1,20,少年儿童0全国优,75148062400020000000
9787514807707,海滨乌鸦岛——国际安徒生获奖得者.林格伦作品选集.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,25.00,1,25,少年儿童0——国,75148077000025000000
9787514806229,2011年全国优秀儿童文学精选集0000作品选集.美绘版,20.00,1,20,少年儿童0全国优,75148062200020000000
9787508040097,西游记750,18.00,1,18,华夏出版0080,75080400900018000000
9787110074701,闪电球探长--白玉象70180000,15.00,1,15,科学普及0--白,71100747000015000000
9787110074718,闪电球探长--金色的龙185000000,15.00,1,15,科学普及0--金,71100747100015000000
9787807091127,逃离恐怖岛（9+10）合集5000000作品,12.00,1,12,深圳报业0（9+,78070911200012000000
9787514305890,梅子青时雨--百年中国儿童文学00000作品选集.美绘版,14.80,1,14.8,现代出版0--百,75143058900014800000
9787514305791,风的名字叫后来--百年中国儿童文学名家点评书系集.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,17.00,1,17,现代出版0后来-,75143057900017000000
9787514305913,当着落叶纷飞--百年中国儿童文学名家点评书系系集.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,16.80,1,16.8,现代出版0飞--,75143059100016800002
9787020092932,走钢丝的少女--亚森.罗平探案全集少儿版20系集.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000__x0000__x0000_,19.00,1,19,人民文学0女--,70200929300019000000
9787020093090,魔女的复仇--24亚森.罗平探案全集少儿版0系集.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000_,19.00,1,19,人民文学0--2,70200930900019000000
9787544251266,不要叫我笨小孩--HI！王小天00000版0系集.美,16.00,1,16,南海出版0小孩-,75442512600016000000
9787544247160,地下室开始的奇妙旅行1606000000,15.00,1,15,南海出版0的奇妙,75442471600015000000
9787544250702,公主的月亮44250,29.80,1,29.8,南海出版0442,75442507000029800000
9787544251181,可爱城历险记425118,16.00,1,16,南海出版0记42,75442511800016000000
9787544239172,鸡蛋哥哥5442,22.00,1,22,南海出版0442,75442391700022000000
9787544231992,再见了，艾玛奶奶31992200,28.00,1,28,南海出版0玛奶奶,75442319900028000000
9787544223447,再见了，可鲁422344,25.00,1,25,南海出版0鲁42,75442234400025000000
9787539169330,趣趣太阳岛--这个劫匪不要钱000000版0系集.美,10.00,1,10,21世纪0-,75391693300010000000
9787539146164,阅读不偏食8岁--儿童阅读桥梁书0000版0系集.美绘版版,48.00,1,48,21世纪08,75391461600048000000
9787539158853,皮皮鲁的顺风耳--皮皮鲁总动员皮皮鲁讲堂版0系集.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000__x0000_,16.00,1,16,21世纪0风,75391588500016000000
9787539153599,白海豚BOBO V--魔女的歌声0000版0系集,15.00,1,15,21世纪0B,75391535900015000000
9787539163758,VII迷雾海盗系列之瓶中来信000000版0系集.,15.00,1,15,21世纪0海,75391637500015000000
9787564041465,小天才的科学世界--人体.生命科学000版0系集.美绘版版贰版,34.80,1,34.8,北京理工0学世界,75640414600034800000
9787514810110,酷蚁安特儿总动员2--流浪奇遇00000版0系集.美绘,16.00,1,16,少年儿童0总动员,75148101100016000000
9787514808650,《儿童文学》领军佳作 童话卷100000版0系集.美绘版,18.00,1,18,少年儿童0》领军,75148086500018000000
9787514815610,中国通史故事(悦读本)中华民国00000版0系集.美绘版,23.00,1,23,少年儿童0事(悦,75148156100023000000
9787514809619,贝克街221号的秘密6193000,20.00,1,20,少年儿童01号的,75148096100020000000
9787514813739,中国童话名家名篇 注音版--金近童话 狐狸打猎人.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,12.00,1,12,少年儿童0家名篇,75148137300012000000
9787514814989,幸运兔子精灵2--我家的牛魔王00000狸打猎人.美绘,16.00,1,16,少年儿童0灵2-,75148149800016000000
9787514815399,少年特种兵.草原特种战系列1 疑云密布0狸打猎人.美绘版版贰版]_x0000__x0000__x0000_,19.80,1,19.8,少年儿童0.草原,75148153900019800000
9787514811339,漫长的冬天--小木屋的故事9800000狸打猎人,22.00,1,22,少年儿童0--小,75148113300022000000
9787514814729,大林和小林--最能打动孩子心灵的中国经典童话猎人.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,25.00,1,25,少年儿童0--最,75148147200025000000
9787514808049,少年特种兵.海岛特种战系列2岛域交锋00童话猎人.美绘版版贰版]_x0000__x0000_,19.80,1,19.8,少年儿童0.海岛,75148080400019800000
9787514812459,虚影幻景上卷--儿童文学.选粹 精品系列童话猎人.美绘版版贰版]_x0000__x0000__x0000__x0000_,19.00,1,19,少年儿童0卷--,75148124500019000000
9787514816679,陨石之约漫画版11667990,12.00,1,12,少年儿童0画版1,75148166700012000000
9787514812299,西瓜越狱--儿童文学名家汇美文美绘 第一辑话猎人.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000__x0000__x0000_,25.00,1,25,少年儿童0-儿童,75148122900025000000
9787514808629,儿童文学擂台赛获奖作品集25000000辑话猎人.,22.00,1,22,少年儿童0台赛获,75148086200022000000
9787514810158,酷蚁安特尔总动员801582000,16.00,1,16,少年儿童0总动员,75148101500016000000
9787514812428,青春花坊下卷--儿童文学选粹精品系列00辑话猎人.美绘版版贰版]_x0000__x0000_,19.00,1,19,少年儿童0卷--,75148124200019000000
9787514813418,古诗词绘本阶梯三--小学必背古诗词八十首辑话猎人.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000__x0000_,15.00,1,15,少年儿童0阶梯三,75148134100015000000
9787514808278,狼血--儿童文学伴侣27850000,10.00,1,10,少年儿童0童文学,75148082700010000000
9787514809978,来自鬼庄园的九九299780000,19.00,1,19,少年儿童0的九九,75148099700019000000
9787514815948,点石成金的魔棒--儿童文学金牌作家书系0辑话猎人.美绘版版贰版]_x0000__x0000__x0000__x0000_,20.00,1,20,少年儿童0魔棒-,75148159400020000000
9787514814958,幸运兔子精灵3我的疯狂老妈0000000辑话猎人.,16.00,1,16,少年儿童0灵3我,75148149500016000000
9787514812398,典藏书屋上卷--儿童文学选粹精品系列00辑话猎人.美绘版版贰版]_x0000__x0000_,19.00,1,19,少年儿童0卷--,75148123900019000000
9787514810387,厨房帝国--儿童文学金牌作家书系0000辑话猎人.美绘版版贰,21.00,1,21,少年儿童0-儿童,75148103800021000000
9787514810837,丁丁当当蚂蚁象--新创儿童文学系列000辑话猎人.美绘版版贰版],16.00,1,16,少年儿童0蚁象-,75148108300016000000
9787514817577,安徒生童话精选--最能打动孩子心灵的世界经典童话.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,20.00,1,20,少年儿童0精选-,75148175700020000000
9787514813067,格兰特船长的女儿13067000,25.00,1,25,少年儿童0的女儿,75148130600025000000
9787514807837,小蚂蚁历险记--俄罗斯动物故事大师比安基经典作品.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,15.00,1,15,少年儿童0记--,75148078300015000000
9787514813746,中国童话名家名篇·注音版 金近童话--狐狸送葡萄.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,12.00,1,12,少年儿童0家名篇,75148137400012000000
9787514809466,猫的诱惑--中国卡通文字书2000000狸送葡萄,20.00,1,20,少年儿童0-中国,75148094600020000000
9787514810936,徐志摩--儿童文学选集美绘版000000狸送葡萄.美,25.00,1,25,少年儿童0儿童文,75148109300025000000
9787514811186,时空侦探--维多利亚宫廷奇案000000狸送葡萄.美,15.00,1,15,少年儿童0-维多,75148111800015000000
9787514806496,丁丁当当跳蚤剧团06496500,15.00,1,15,少年儿童0蚤剧团,75148064900015000000
9787514812596,少年特种兵--沙漠特种战系列2古怪特训0狸送葡萄.美绘版版贰版]_x0000__x0000__x0000_,19.80,1,19.8,少年儿童0--沙,75148125900019800000
9787514810226,丰收的月光下481022,25.00,1,25,少年儿童0下48,75148102200025000000
9787514810684,小溪流的歌--严文井童话(注音版)000狸送葡萄.美绘版版贰,13.00,1,13,少年儿童0--严,75148106800013000000
9787514809374,叮当响的大街480937,32.00,1,32,少年儿童0街48,75148093700032000000
9787514809114,小飞人卡尔松480911,36.00,1,36,少年儿童0松48,75148091100036000000
9787514817034,年华永不落幕--儿童文学阳光书吧0000狸送葡萄.美绘版版贰,16.00,1,16,少年儿童0幕--,75148170300016000000
9787514817645,幸运兔精灵4--我是倒霉大明星00000狸送葡萄.美绘,16.00,1,16,少年儿童04--,75148176400016000000
9787514818895,猫的诱惑8(漫画版)8956000,12.00,1,12,少年儿童0(漫画,75148188900012000000
9787514811735,聪明猪的故事--趣味数学丛书000000狸送葡萄.美,15.00,1,15,少年儿童0事--,75148117300015000000
9787514812275,美文欣赏卷--儿童文学典藏书系00000狸送葡萄.美绘版,18.00,1,18,少年儿童0--儿,75148122700018000000
9787514810615,黑狼--儿童文学金牌作家书系000000狸送葡萄.美,18.00,1,18,少年儿童0童文学,75148106100018000000
9787500791065,中国人物故事全书(彩色绘图)--少年英才狸送葡萄.美绘版版贰版]_x0000__x0000__x0000__x0000_,24.50,1,24.5,中国少年0事全书,75007910600024500012
9787514811155,时空侦探--玛雅神奇之旅54500012狸送,15.00,1,15,少年儿童0-玛雅,75148111500015000000
9787514813135,荒原茅屋--儿童文学名家汇5000000狸送葡萄,25.00,1,25,少年儿童0-儿童,75148131300025000000
9787514811032,全国优秀儿童文学精选集(童话卷)0000狸送葡萄.美绘版版贰,21.00,1,21,少年儿童0童文学,75148110300021000000
9787514814972,幸运兔精灵1--我的超人老爸000000狸送葡萄.,16.00,1,16,少年儿童01--,75148149700016000000
9787514813722,小猫钓鱼--金近童话.注音版000000狸送葡萄.,12.00,1,12,少年儿童0-金近,75148137200012000000
9787514815382,猫的诱惑21481,20.00,1,20,少年儿童0148,75148153800020000000
9787514817522,格林童话精选--最能打动孩子心灵的世界经典童话萄.美绘版版贰版]_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,20.00,1,20,少年儿童0选--,75148175200020000000
9787514812282,钢板兽--儿童文学名家汇20000000典童,25.00,1,25,少年儿童0儿童文,75148122800025000000
9787514809411,青春日记--儿童文学金牌作家书系0000典童话萄.美绘版版贰,20.00,1,20,少年儿童0-儿童,75148094100020000000
9787514812411,青春花坊(上卷)--儿童文学典藏书库00典童话萄.美绘版版贰版],19.00,1,19,少年儿童0上卷),75148124100019000000
9787514812251,励志开悟(下册)122519,15.00,1,15,少年儿童0下册),75148122500015000000
9787514814903,猫的诱惑5(漫画版)--中国卡通漫画书0典童话萄.美绘版版贰版]_x0000_,12.00,1,12,少年儿童0(漫画,75148149000012000000
9787514811513,儿童文学创刊50年最精粹--头条之作(08/17、1993-1994)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,22.00,1,22,少年儿童0刊50,75148115100022000000
9787514812541,少年特种兵3--沙漠特战120000008,19.80,1,19.8,少年儿童03--,75148125400019800000
9787514809121,淘气包埃米尔480912,28.00,1,28,少年儿童0尔48,75148091200028000002
9787514813043,地心游记--世界科幻小说选粹0000028/17、1,25.00,1,25,少年儿童0-世界,75148130400025000000
9787514809381,绿林女儿5148,24.00,1,24,少年儿童0148,75148093800024000002
9787514811193,时空侦探--勇闯楼兰古国340000028/,15.00,1,15,少年儿童0-勇闯,75148111900015000000
9787514815603,中国通史故事[悦读本]清350000008/,35.00,1,35,少年儿童0事[悦,75148156000035000000
9787514811353,"农庄男孩--""小木屋""的故事0000008/17",20.00,1,20,"少年儿童0-""小",75148113500020000000
9787514817553,一千零一夜--最能打动孩子心灵的世界经典8/17、1993-1994)_x0000__x0000__x0000_,20.00,1,20,少年儿童0--最,75148175500020000000
9787514808285,丁丁历险记(黑白珍藏版)全八册000008/17、199,200.00,1,200,少年儿童00黑白,75148082800200000000
9787514812183,励志开悟(上卷)121830,15.00,1,15,少年儿童0上卷),75148121800015000000
9787534019296,儿童版中国古典名著读本--经典唐诗0008/17、1993-19,20.80,1,20.8,浙江美术0古典名,75340192900020800000
9787535885999,星球大冒险--左右脑全开发游戏书00008/17、1993-,16.80,1,16.8,湖南少儿0--左,75358859900016800000
9787514822151,活宝日记--小蓝熊船长的奇幻漂流00008/17、1993-,16.00,1,16,少年儿童0-小蓝,75148221500016000000
9787514824551,就想拉拉她的手--儿童文学十大青年金作家丛书17、1993-1994)_x0000__x0000__x0000__x0000__x0000__x0000__x0000_,20.00,1,20,少年儿童0的手-,75148245500020000000
9787504159861,2013.最新版教师公开招聘考试专用系列教材--教育理论综合专家命题预测试卷(小学部分)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,22.00,1,22,教育科学0最新版,75041598600022000000
9787514819052,幻想的文法--罗大里儿童文学全集经典系列教材--教育理论综合专家命题预测试卷,20.00,1,20,少年儿童0--罗,75148190500020000000
9787514825732,我是你的守护星5--儿童文学金牌作家书系教材--教育理论综合专家命题预测试,28.00,1,28,少年儿童0护星5,75148257300028000000
9787514823233,西汉故事--中国历史故事集(修订版)00教材--教育理论综合专家,15.00,1,15,少年儿童0-中国,75148232300015000000
9787514825183,豪夫童话--最能打动孩子心灵的世界经典0教材--教育理论综合专家命题预测,10.00,1,10,少年儿童0-最能,75148251800010000000
9787514808964,小淘气尼古拉绝版故事系列(1-5册)00教材--教育理论综合专,60.00,1,60,少年儿童0拉绝版,75148089600060000010
9787514821994,猫的诱惑11(漫画版)9400000,12.00,1,12,少年儿童01(漫,75148219900012000000
9787515308500,共青团干部素质养成850020000,28.00,1,28,中国青年0素质养,75153085000028000000
9787500783084,鲁迅儿童文学选集(散文杂文卷)美绘版00教材--教育理论综合专家命题,24.80,1,24.8,中国少年0学选集,15007230800024800000
